"","TransitionGroupID","Model_Code","annual_probability","BpS_Name","VALUE","ACRES","REL_PERCENT","annual_dist_acres"
"648","Surface Fire","14440_41_50_51",0.0032354,"Eastern Boreal Floodplain",1577,12545,0,40.588093
"649","Surface Fire","14690_31_39_40_43",0.0056576,"Eastern Great Plains Floodplain Systems",1655,9,0,0.0509184
"650","Surface Fire","14710_41_50",0.0150538,"Central Interior and Appalachian Floodplain Systems",1579,17514,0,263.6522532
"651","Surface Fire","14710_41_50",0.0150538,"Central Interior and Appalachian Floodplain Systems",1606,19197,0,288.9877986
"652","Surface Fire","14710_51_62",0.0145488,"Central Interior and Appalachian Floodplain Systems",1635,74339,0.1,1081.5432432
"653","Surface Fire","14750_41_50_51_63_64_65_66",0.0147688,"Laurentian-Acadian Floodplain Systems",1607,434621,0.7,6418.8306248
"654","Surface Fire","14750_41_50_51_63_64_65_66",0.0147688,"Laurentian-Acadian Floodplain Systems",1636,223804,0.4,3305.3165152
"655","Surface Fire","14750_41_50_51_63_64_65_66",0.0147688,"Laurentian-Acadian Floodplain Systems",1580,180397,0.3,2664.2472136
"656","Surface Fire","14770_40_41_50_51",0.0082316,"Boreal Acidic Peatland Systems",1608,4275013,6.8,35190.1970108
"657","Surface Fire","14770_40_41_50_51",0.0082316,"Boreal Acidic Peatland Systems",1581,1712958,2.7,14100.3850728
"658","Surface Fire","14770_40_41_50_51",0.0082316,"Boreal Acidic Peatland Systems",1637,1388897,2.2,11432.8445452
"659","Surface Fire","14770_40_41_50_51",0.0082316,"Boreal Acidic Peatland Systems",1656,50985,0.1,419.688126
"660","Surface Fire","15170_42_49_50",0.0098634,"Paleozoic Plateau Bluff and Talus",1587,8763,0,86.4329742
"661","Wind or Weather or Stress","13020_40",0.0009684,"Laurentian-Acadian Northern Hardwoods Forest",1647,29,0,0.0280836
"662","Wind or Weather or Stress","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1614,5221136,8.3,4785.6932576
"663","Wind or Weather or Stress","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1561,4826790,7.7,4424.235714
"664","Wind or Weather or Stress","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1588,3367389,5.4,3086.5487574
"665","Wind or Weather or Stress","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1562,3200465,5.1,2933.546219
"666","Wind or Weather or Stress","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1615,2241937,3.6,2054.9594542
"667","Wind or Weather or Stress","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1589,380744,0.6,348.9899504
"668","Wind or Weather or Stress","13023_51",0.0018066,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",1616,101763,0.2,183.8450358
"669","Wind or Weather or Stress","13100_41_62",0.0005396,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1590,561561,0.9,303.0183156
"670","Wind or Weather or Stress","13100_44_50",0.0008532,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1563,105714,0.2,90.1951848
"671","Wind or Weather or Stress","13100_51",0.000909,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1617,1291,0,1.173519
"672","Wind or Weather or Stress","13110_50",0.0013354,"North-Central Interior Dry Oak Forest and Woodland",1564,12654,0,16.8981516
"673","Wind or Weather or Stress","13110_51",0.001093,"North-Central Interior Dry Oak Forest and Woodland",1618,9911,0,10.832723
"674","Wind or Weather or Stress","13130_47_50_51",0.140167,"North-Central Interior Beech-Maple Forest",1565,32864,0.1,4606.448288
"675","Wind or Weather or Stress","13130_47_50_51",0.140167,"North-Central Interior Beech-Maple Forest",1619,36117,0.1,5062.411539
"676","Wind or Weather or Stress","13140_38_39_40_41_42_43_44_50",0.1402798,"North-Central Interior Maple-Basswood Forest",1591,492628,0.8,69105.7573144
"677","Wind or Weather or Stress","13140_38_39_40_41_42_43_44_50",0.1402798,"North-Central Interior Maple-Basswood Forest",1566,201633,0.3,28285.0369134
"678","Wind or Weather or Stress","13140_38_39_40_41_42_43_44_50",0.1402798,"North-Central Interior Maple-Basswood Forest",1648,157,0,22.0239286
"679","Wind or Weather or Stress","13310_39_40_41",0.0106572,"Eastern Great Plains Tallgrass Aspen Parkland",1592,27154,0,289.3856088
"680","Wind or Weather or Stress","13310_39_40_41",0.0106572,"Eastern Great Plains Tallgrass Aspen Parkland",1649,2733,0,29.1261276
"681","Wind or Weather or Stress","13440_41",0.0009788,"Boreal Jack Pine-Black Spruce Forest",1593,768332,1.2,752.0433616
"682","Wind or Weather or Stress","13442_51",0.0006868,"Boreal Jack Pine-Black Spruce Forest - Spruce-Fir",1621,61190,0.1,42.025292
"683","Wind or Weather or Stress","13620_41_50",0.0017146,"Laurentian-Acadian Northern Pine(-Oak) Forest",2723,243,0,0.4166478
"684","Wind or Weather or Stress","13620_41_50",0.0017146,"Laurentian-Acadian Northern Pine(-Oak) Forest",2725,650,0,1.11449
"685","Wind or Weather or Stress","13620_51_63_64_65_66",0.0033668,"Laurentian-Acadian Northern Pine(-Oak) Forest",1622,2474894,3.9,8332.4731192
"686","Wind or Weather or Stress","13622_41_50",0.0009526,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",2724,2163502,3.4,2060.9520052
"687","Wind or Weather or Stress","13622_41_50",0.0009526,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",2726,1896775,3,1806.867865
"688","Wind or Weather or Stress","13651_40_41_50",0.0008224,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1596,2869819,4.6,2360.1391456
"689","Wind or Weather or Stress","13651_40_41_50",0.0008224,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1568,232481,0.4,191.1923744
"690","Wind or Weather or Stress","13651_40_41_50",0.0008224,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1650,453,0,0.3725472
"691","Wind or Weather or Stress","13651_51",0.0662576,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1623,1207476,1.9,80004.4618176
"692","Wind or Weather or Stress","13652_41",0.0009174,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1597,551175,0.9,505.647945
"693","Wind or Weather or Stress","13652_51",0.0008264,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1624,731479,1.2,604.4942456
"694","Wind or Weather or Stress","13660_50",0.0010004,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1569,535983,0.9,536.1973932
"695","Wind or Weather or Stress","13660_51_63_64_65_66",0.0009622,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1625,1091156,1.7,1049.9103032
"696","Wind or Weather or Stress","13940_39_40_41",0.001029,"North-Central Interior Oak Savanna",1599,97467,0.2,100.293543
"697","Wind or Weather or Stress","13940_39_40_41",0.001029,"North-Central Interior Oak Savanna",1652,453,0,0.466137
"698","Wind or Weather or Stress","13940_50_51",0.0009356,"North-Central Interior Oak Savanna",1570,240826,0.4,225.3168056
"699","Wind or Weather or Stress","13950_41_42_43_49_52",0.0019268,"North-Central Oak Barrens",1600,77789,0.1,149.8838452
"700","Wind or Weather or Stress","13950_50",0.035346,"North-Central Oak Barrens",1571,23594,0,833.953524
"701","Wind or Weather or Stress","14120_39_40_41_42_43_50_51",0.0064688,"North-Central Interior Sand and Gravel Tallgrass Prairie",1575,18815,0,121.710472
"702","Wind or Weather or Stress","14120_39_40_41_42_43_50_51",0.0064688,"North-Central Interior Sand and Gravel Tallgrass Prairie",1603,6437,0,41.6396656
"703","Wind or Weather or Stress","14120_39_40_41_42_43_50_51",0.0064688,"North-Central Interior Sand and Gravel Tallgrass Prairie",1631,5463,0,35.3390544
"704","Wind or Weather or Stress","14120_39_40_41_42_43_50_51",0.0064688,"North-Central Interior Sand and Gravel Tallgrass Prairie",1653,608,0,3.9330304
"705","Wind or Weather or Stress","14200_41",0.0242092,"Northern Tallgrass Prairie",1604,7821,0,189.3401532
"706","Wind or Weather or Stress","14210_31_38_42_43_44_50_51",0.024255,"Central Tallgrass Prairie",1576,9858,0,239.10579
"707","Wind or Weather or Stress","14660_50_51",0.0046876,"Great Lakes Wooded Dune and Swale",1578,32167,0.1,150.7860292
"708","Wind or Weather or Stress","14660_50_51",0.0046876,"Great Lakes Wooded Dune and Swale",1634,13046,0,61.1544296
"709","Wind or Weather or Stress","14690_31_39_40_43",0.0536428,"Eastern Great Plains Floodplain Systems",1655,9,0,0.4827852
"710","Wind or Weather or Stress","14770_40_41_50_51",0.002846,"Boreal Acidic Peatland Systems",1608,4275013,6.8,12166.686998
"711","Wind or Weather or Stress","14770_40_41_50_51",0.002846,"Boreal Acidic Peatland Systems",1581,1712958,2.7,4875.078468
"712","Wind or Weather or Stress","14770_40_41_50_51",0.002846,"Boreal Acidic Peatland Systems",1637,1388897,2.2,3952.800862
"713","Wind or Weather or Stress","14770_40_41_50_51",0.002846,"Boreal Acidic Peatland Systems",1656,50985,0.1,145.10331
"714","Wind or Weather or Stress","14790_41_42_47_48_50_51_53",0.0081426,"Central Interior and Appalachian Swamp Systems",1609,36647,0.1,298.4018622
"715","Wind or Weather or Stress","14790_41_42_47_48_50_51_53",0.0081426,"Central Interior and Appalachian Swamp Systems",1582,8453,0,68.8293978
"716","Wind or Weather or Stress","14790_41_42_47_48_50_51_53",0.0081426,"Central Interior and Appalachian Swamp Systems",1638,21007,0,171.0515982
"717","Wind or Weather or Stress","14810_41_50_51_63",0.0041718,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",1639,3593603,5.7,14991.7929954
"718","Wind or Weather or Stress","14810_41_50_51_63",0.0041718,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",1583,1056194,1.7,4406.2301292
"719","Wind or Weather or Stress","14810_41_50_51_63",0.0041718,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",1610,1094690,1.7,4566.827742
"720","Wind or Weather or Stress","14820_39_40",0.0197786,"Great Plains Prairie Pothole",1657,109,0,2.1558674
"721","Wind or Weather or Stress","14930_41_42_44_50",0.3289922,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1612,31866,0.1,10483.6654452
"722","Wind or Weather or Stress","14930_41_42_44_50",0.3289922,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1585,2660,0,875.119252
"723","Wind or Weather or Stress","14940_41_50_51",0.3168432,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1613,785906,1.3,249008.9719392
"724","Wind or Weather or Stress","14940_41_50_51",0.3168432,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1586,209832,0.3,66483.8423424
"725","Wind or Weather or Stress","14940_41_50_51",0.3168432,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1641,1106,0,350.4285792
"726","Wind or Weather or Stress","14950_31_39_40",0.0988416,"Western Great Plains Depressional Wetland Systems",1658,422,0,41.7111552
"727","Wind or Weather or Stress","15170_42_49_50",0.0007412,"Paleozoic Plateau Bluff and Talus",1587,8763,0,6.4951356
